date,on_stream_hours,choke_size_percentage,bottomhole_pressure_psi,bottomhole_temperature_f,wellhead_pressure_psi,wellhead_temperature_f,oil_volume_bbl,gas_volume_mscf,water_volume_bbl,water_cut_percentage,gor_mscf_bbl
2025-01-13,24.0,41.33,2261.5,179.8,1659.3,88.4,1136.75,1378.88,1350.5,54.3,1.213
2025-01-14,24.0,39.05,2296.3,180.5,1715.2,85.9,1054.78,1418.26,1259.23,54.42,1.3446
2025-01-15,24.0,37.85,2294.3,180.1,1717.4,86.2,1064.65,1362.58,1277.21,54.54,1.2798
2025-01-16,24.0,39.86,2280.7,179.5,1680.0,87.1,1111.13,1362.07,1339.46,54.66,1.2258
2025-01-17,24.0,38.54,2281.7,179.4,1704.4,87.1,1062.42,1317.18,1286.98,54.78,1.2398
2025-01-18,24.0,39.4,2249.9,179.9,1677.8,89.1,1095.73,1383.26,1333.78,54.9,1.2624
2025-01-19,24.0,36.77,2269.0,179.5,1719.7,85.8,1025.25,1308.73,1254.04,55.02,1.2765
2025-01-20,24.0,39.89,2282.6,180.0,1677.5,88.2,1077.87,1321.61,1324.8,55.14,1.2261
2025-01-21,24.0,39.43,2280.4,180.5,1687.6,86.0,1093.3,1447.27,1350.27,55.26,1.3238
2025-01-22,24.0,39.57,2280.8,179.3,1684.4,87.5,1072.21,1312.99,1330.63,55.38,1.2246
2025-01-23,24.0,39.84,2273.0,180.0,1678.5,87.3,1108.21,1275.24,1381.95,55.5,1.1507
2025-01-24,24.0,40.75,2265.9,180.5,1634.6,89.6,1110.46,1589.29,1391.44,55.62,1.4312
2025-01-25,24.0,38.48,2294.4,180.0,1709.0,85.8,1064.46,1401.09,1340.22,55.73,1.3162
2025-01-26,24.0,38.47,2285.6,180.4,1704.0,85.6,1041.4,1494.64,1317.5,55.85,1.4352
2025-01-27,24.0,37.48,2301.4,179.9,1725.6,86.7,1036.31,1279.54,1317.36,55.97,1.2347
2025-01-28,24.0,34.95,2307.6,180.1,1777.8,87.4,934.13,1245.64,1193.18,56.09,1.3335
2025-01-29,24.0,36.43,2287.6,180.2,1751.3,85.2,993.1,1352.88,1274.58,56.21,1.3623
2025-01-30,24.0,35.9,2298.2,179.7,1749.6,85.4,996.39,1286.0,1284.93,56.32,1.2907
2025-01-31,24.0,36.26,2278.8,181.0,1734.9,86.8,995.54,1204.98,1289.98,56.44,1.2104
2025-02-01,24.0,36.53,2282.5,180.3,1742.7,86.3,996.68,1282.82,1297.62,56.56,1.2871
2025-02-02,24.0,36.03,2293.8,180.7,1744.5,86.0,1013.76,1362.73,1326.16,56.68,1.3442
2025-02-03,24.0,38.99,2268.9,180.5,1670.2,87.2,1079.71,1451.08,1419.17,56.79,1.344
2025-02-04,24.0,38.92,2264.4,180.2,1683.0,87.1,1073.34,1401.57,1417.51,56.91,1.3058
2025-02-05,24.0,36.58,2262.8,180.7,1688.9,84.5,1004.17,1370.37,1332.46,57.02,1.3647
2025-02-06,24.0,35.98,2297.0,180.1,1723.0,85.9,989.32,1344.04,1319.0,57.14,1.3585
2025-02-07,24.0,36.73,2292.9,179.6,1734.7,86.4,1026.52,1302.97,1375.08,57.26,1.2693
2025-02-08,24.0,37.53,2297.6,180.0,1699.3,87.3,1005.87,1210.99,1353.81,57.37,1.2039
2025-02-09,24.0,35.9,2291.6,179.5,1730.0,84.4,989.07,1301.61,1337.49,57.49,1.316
2025-02-10,24.0,37.29,2272.8,178.9,1704.0,87.4,1013.51,1273.39,1377.01,57.6,1.2564
2025-02-11,24.0,34.65,2277.8,179.6,1744.4,86.0,927.06,1218.29,1265.5,57.72,1.3141
2025-02-12,24.0,36.37,2300.6,180.0,1741.3,83.6,977.76,1359.6,1340.99,57.83,1.3905
2025-02-13,24.0,34.39,2296.7,180.5,1781.3,83.6,929.72,1238.08,1281.11,57.95,1.3317
2025-02-14,24.0,34.05,2297.6,179.6,1778.5,85.6,900.02,1248.86,1246.01,58.06,1.3876
2025-02-15,12.0,35.64,2277.1,180.5,1727.6,71.5,487.28,603.61,677.77,58.18,1.2387
2025-02-16,24.0,35.82,2273.7,179.4,1744.2,85.9,960.04,1321.15,1341.61,58.29,1.3761
2025-02-17,24.0,37.05,2277.9,179.5,1701.0,85.9,995.82,1408.3,1398.11,58.4,1.4142
2025-02-18,24.0,37.98,2243.8,180.7,1678.0,87.1,1045.88,1372.07,1475.26,58.52,1.3119
2025-02-19,24.0,39.91,2267.1,180.0,1648.5,88.0,1071.86,1562.11,1518.97,58.63,1.4574
2025-02-20,24.0,41.5,2250.0,179.9,1630.0,90.2,1145.41,1432.98,1630.76,58.74,1.2511
2025-02-21,24.0,40.82,2228.0,180.1,1618.5,87.0,1080.32,1368.96,1545.25,58.85,1.2672
2025-02-22,24.0,41.77,2211.8,179.4,1606.7,87.9,1091.77,1477.21,1568.9,58.97,1.353
2025-02-23,24.0,39.48,2211.8,179.8,1636.9,89.8,1048.13,1377.23,1513.17,59.08,1.314
2025-02-24,24.0,39.39,2222.9,180.0,1633.3,90.7,991.86,1250.53,1438.57,59.19,1.2608
2025-02-25,24.0,40.62,2241.8,180.6,1626.9,88.4,1102.62,1486.72,1606.61,59.3,1.3484
2025-02-26,24.0,40.82,2232.9,179.2,1622.1,91.1,1064.85,1418.25,1558.75,59.41,1.3319
2025-02-27,24.0,41.49,2229.2,180.9,1631.4,87.9,1090.77,1385.85,1604.07,59.52,1.2705
2025-02-28,24.0,41.17,2195.7,179.9,1609.2,88.0,1110.74,1470.85,1640.96,59.63,1.3242
2025-03-01,24.0,42.86,2202.9,179.4,1563.7,92.2,1141.89,1554.08,1694.75,59.74,1.361
2025-03-02,24.0,42.74,2229.2,179.4,1602.0,91.1,1125.05,1427.77,1677.43,59.86,1.2691
2025-03-03,24.0,42.05,2211.9,180.1,1574.6,91.8,1070.14,1438.6,1602.89,59.97,1.3443
2025-03-04,24.0,43.37,2182.6,179.3,1547.0,91.1,1179.93,1481.96,1775.43,60.07,1.256
2025-03-05,24.0,41.27,2215.8,179.7,1596.9,87.4,1109.05,1403.96,1676.42,60.18,1.2659
2025-03-06,24.0,42.02,2198.9,179.9,1593.6,89.7,1158.02,1603.24,1758.44,60.29,1.3845
2025-03-07,24.0,40.46,2227.0,180.6,1613.4,90.1,1057.23,1426.54,1612.71,60.4,1.3493
2025-03-08,24.0,42.37,2205.9,180.5,1587.1,89.5,1087.2,1290.68,1665.99,60.51,1.1872
2025-03-09,24.0,41.98,2215.9,179.7,1595.7,89.0,1130.64,1453.49,1740.44,60.62,1.2855
2025-03-10,24.0,42.18,2186.8,179.9,1570.1,90.3,1108.84,1491.07,1714.63,60.73,1.3447
2025-03-11,24.0,42.8,2192.4,179.2,1583.5,89.1,1142.64,1509.65,1774.92,60.84,1.3212
2025-03-12,24.0,39.91,2237.6,179.0,1659.9,88.4,1085.39,1463.83,1693.62,60.94,1.3487
2025-03-13,24.0,38.93,2207.7,179.4,1633.3,87.3,1032.73,1361.53,1618.74,61.05,1.3184
2025-03-14,24.0,40.5,2199.5,180.6,1602.2,87.6,1068.69,1392.26,1682.66,61.16,1.3028
2025-03-15,24.0,41.8,2206.1,180.4,1576.3,90.7,1103.53,1434.82,1745.36,61.26,1.3002
2025-03-16,24.0,42.22,2203.0,180.2,1582.8,90.5,1072.41,1482.88,1703.77,61.37,1.3828
2025-03-17,24.0,40.2,2206.5,179.3,1634.7,87.6,1078.14,1462.45,1720.58,61.48,1.3565
2025-03-18,24.0,41.08,2201.6,179.6,1597.4,88.7,1102.2,1474.57,1766.87,61.58,1.3378
2025-03-19,24.0,42.15,2204.2,179.6,1592.2,89.1,1115.83,1469.43,1796.73,61.69,1.3169
2025-03-20,24.0,42.22,2207.4,179.9,1572.1,88.6,1071.54,1366.0,1733.14,61.79,1.2748
2025-03-21,24.0,44.05,2162.9,179.9,1523.4,88.3,1149.37,1487.78,1867.33,61.9,1.2944
2025-03-22,24.0,43.03,2191.6,179.5,1567.6,89.4,1156.83,1598.8,1887.83,62.0,1.3821
2025-03-23,24.0,42.26,2213.9,180.2,1591.2,88.6,1091.09,1499.0,1788.47,62.11,1.3739
2025-03-24,24.0,38.54,2218.3,180.1,1656.7,87.1,1029.3,1304.48,1694.69,62.21,1.2673
2025-03-25,24.0,39.92,2191.8,179.6,1602.5,88.6,1041.78,1373.78,1722.84,62.32,1.3187
2025-03-26,24.0,40.39,2186.3,180.2,1580.2,87.1,1067.07,1435.56,1772.49,62.42,1.3453
2025-03-27,24.0,37.86,2220.0,180.6,1670.8,87.1,977.42,1307.89,1630.77,62.52,1.3381
2025-03-28,24.0,35.23,2258.0,180.7,1718.4,83.2,917.71,1224.47,1537.9,62.63,1.3343
2025-03-29,24.0,33.92,2251.3,180.2,1747.4,83.6,889.12,1097.43,1496.56,62.73,1.2343
2025-03-30,24.0,35.11,2244.3,180.2,1723.5,83.7,891.85,1097.84,1507.76,62.83,1.231
2025-03-31,24.0,34.66,2229.1,179.9,1697.4,85.4,904.13,1252.75,1535.25,62.94,1.3856
2025-04-01,24.0,33.45,2267.4,180.5,1772.3,83.6,820.5,1152.19,1399.35,63.04,1.4043
2025-04-02,24.0,31.94,2246.5,179.5,1762.5,82.2,817.43,989.5,1400.22,63.14,1.2105
2025-04-03,24.0,30.36,2267.8,180.5,1809.3,80.3,794.49,1035.86,1366.88,63.24,1.3038
2025-04-04,24.0,27.46,2307.0,179.9,1881.0,78.7,726.22,984.26,1254.89,63.34,1.3553
2025-04-05,24.0,25.65,2280.4,180.7,1906.7,80.7,669.19,776.68,1161.38,63.44,1.1606
2025-04-06,24.0,24.05,2325.5,180.3,1966.1,76.1,603.62,742.93,1052.15,63.54,1.2308
2025-04-07,24.0,25.07,2298.1,180.0,1895.9,78.3,660.22,856.31,1155.8,63.64,1.297
2025-04-08,24.0,24.82,2314.9,179.9,1954.4,77.2,625.31,789.56,1099.43,63.74,1.2627
2025-04-09,24.0,23.58,2318.3,180.3,1947.0,77.2,614.98,808.64,1085.94,63.84,1.3149
2025-04-10,24.0,27.05,2326.4,180.2,1927.9,80.2,680.77,950.58,1207.32,63.94,1.3963
2025-04-11,24.0,26.05,2295.9,179.8,1894.6,77.7,659.65,822.96,1174.9,64.04,1.2476
2025-04-12,24.0,27.8,2314.4,180.0,1882.0,80.5,700.79,914.46,1253.56,64.14,1.3049
2025-04-13,24.0,30.23,2275.1,180.4,1814.1,85.3,778.5,998.41,1398.56,64.24,1.2825
2025-04-14,24.0,27.88,2272.1,179.3,1845.8,80.4,712.5,936.34,1285.48,64.34,1.3142
2025-04-15,24.0,27.99,2287.2,180.4,1885.7,82.0,724.89,945.49,1313.43,64.44,1.3043
2025-04-16,24.0,27.21,2282.9,180.3,1868.0,79.8,696.85,1028.9,1268.04,64.53,1.4765
2025-04-17,24.0,26.32,2297.3,180.6,1891.2,77.0,653.08,914.48,1193.47,64.63,1.4003
2025-04-18,24.0,27.15,2275.3,179.6,1864.3,79.4,698.16,838.99,1281.29,64.73,1.2017
2025-04-19,24.0,26.21,2317.8,180.0,1903.1,77.9,646.25,803.09,1191.06,64.83,1.2427
2025-04-20,24.0,80.0,1875.1,180.1,891.0,115.1,2006.62,2582.86,3713.96,64.92,1.2872
2025-04-21,24.0,79.75,1862.7,180.4,857.7,115.7,2019.86,2540.17,3754.32,65.02,1.2576
2025-04-22,24.0,79.89,1886.0,180.2,875.3,115.7,2019.09,2517.28,3768.76,65.12,1.2467
2025-04-23,24.0,77.64,1878.2,179.4,915.4,112.8,1912.61,2538.16,3585.08,65.21,1.3271
2025-04-24,0.0,78.59,1884.9,180.1,897.8,64.1,0.0,0.0,0.0,0.0,0.0
2025-04-25,24.0,82.27,1838.6,181.0,835.7,118.8,2161.34,2772.12,4085.52,65.4,1.2826
2025-04-26,24.0,82.43,1841.6,180.3,844.9,118.1,2189.16,3235.09,4155.48,65.5,1.4778
2025-04-27,24.0,79.87,1854.0,180.8,876.8,116.0,2074.63,2688.89,3954.59,65.59,1.2961
2025-04-28,24.0,80.13,1853.6,180.5,864.8,117.9,2016.8,2644.82,3860.46,65.68,1.3114
2025-04-29,24.0,80.12,1853.8,180.7,884.5,119.2,2014.38,2801.68,3871.92,65.78,1.3908
2025-04-30,24.0,79.99,1841.2,180.2,853.1,117.0,2007.24,2633.91,3874.29,65.87,1.3122
2025-05-01,24.0,81.41,1832.9,180.3,837.2,117.2,2142.35,2709.21,4152.28,65.97,1.2646
2025-05-02,24.0,83.48,1818.1,180.1,806.0,120.6,2106.24,2794.6,4099.25,66.06,1.3268
2025-05-03,24.0,84.5,1815.6,180.0,791.8,119.4,2189.58,3239.36,4279.1,66.15,1.4794
2025-05-04,24.0,84.3,1812.3,180.4,783.1,119.7,2179.35,2859.91,4276.73,66.24,1.3123
2025-05-05,24.0,85.99,1815.9,179.7,759.1,121.7,2177.73,2794.12,4291.2,66.34,1.283
2025-05-06,24.0,83.75,1827.9,180.9,811.5,118.0,2049.95,2811.62,4056.07,66.43,1.3716
2025-05-07,4.0,82.67,1819.9,179.5,810.5,66.5,346.43,458.47,688.28,66.52,1.3234
2025-05-08,24.0,81.77,1849.8,180.4,860.5,116.6,2064.09,3148.2,4117.68,66.61,1.5252
2025-05-09,24.0,81.72,1856.6,180.7,844.4,118.4,2107.78,2715.01,4222.07,66.7,1.2881
2025-05-10,24.0,82.48,1790.7,179.9,803.5,118.8,2073.49,3034.09,4170.37,66.79,1.4633
2025-05-11,24.0,82.18,1836.8,179.4,841.4,119.5,2013.56,2860.64,4066.37,66.88,1.4207
2025-05-12,24.0,80.82,1822.3,180.6,844.4,116.0,2067.8,2725.72,4192.92,66.97,1.3182
2025-05-13,24.0,82.28,1832.0,180.1,825.3,120.0,2053.36,2757.12,4180.56,67.06,1.3427
2025-05-14,24.0,81.93,1840.4,180.4,828.8,117.6,1947.74,2479.68,3981.6,67.15,1.2731
2025-05-15,24.0,82.08,1806.5,179.9,854.5,118.4,2067.81,2706.63,4244.18,67.24,1.3089
2025-05-16,24.0,82.91,1784.2,180.9,801.6,119.4,2094.26,2766.29,4315.83,67.33,1.3209
2025-05-17,24.0,82.97,1823.1,178.9,825.5,116.0,2038.31,2760.57,4217.47,67.42,1.3543
2025-05-18,24.0,83.03,1811.1,180.2,798.3,116.6,2065.28,2581.07,4290.47,67.51,1.2497
2025-05-19,24.0,84.58,1770.7,180.7,766.5,117.6,2137.92,2927.31,4459.22,67.59,1.3692
2025-05-20,24.0,84.81,1830.8,180.1,816.8,121.0,2128.16,2837.41,4456.65,67.68,1.3333
2025-05-21,24.0,86.1,1790.9,180.2,776.9,119.8,2077.61,2853.19,4368.2,67.77,1.3733
2025-05-22,24.0,86.92,1784.1,179.8,754.9,123.9,2217.55,3068.99,4681.03,67.85,1.384
2025-05-23,24.0,89.94,1769.3,180.0,704.6,123.0,2313.16,3083.69,4902.32,67.94,1.3331
2025-05-24,24.0,90.56,1734.2,179.2,684.9,121.2,2227.29,3083.35,4739.1,68.03,1.3844
2025-05-25,24.0,91.51,1736.3,179.6,670.2,123.1,2185.4,2939.98,4668.4,68.11,1.3453
2025-05-26,24.0,93.17,1700.3,179.6,632.7,125.4,2347.07,3296.74,5033.61,68.2,1.4046
2025-05-27,24.0,93.26,1709.2,180.3,655.8,126.1,2280.79,3135.85,4910.79,68.29,1.3749
2025-05-28,24.0,92.31,1730.8,179.7,671.1,123.1,2310.87,3151.76,4995.17,68.37,1.3639
2025-05-29,24.0,91.59,1704.7,179.7,671.1,125.0,2366.83,3187.99,5136.27,68.46,1.3469
2025-05-30,24.0,90.9,1724.8,179.8,676.2,124.9,2178.35,3136.39,4745.8,68.54,1.4398
2025-05-31,24.0,89.47,1730.8,179.6,701.0,121.7,2175.64,3000.29,4758.46,68.62,1.379
2025-06-01,24.0,89.95,1742.1,180.1,693.1,125.9,2212.24,2790.54,4857.42,68.71,1.2614
2025-06-02,24.0,89.0,1755.1,180.2,706.4,121.5,2252.56,2968.21,4965.24,68.79,1.3177
2025-06-03,24.0,89.3,1754.3,180.4,726.6,121.0,2357.87,3145.87,5217.59,68.87,1.3342
2025-06-04,24.0,89.06,1759.1,180.3,715.9,120.0,2204.48,2974.17,4897.12,68.96,1.3491
2025-06-05,24.0,89.0,1764.2,180.3,722.6,124.1,2118.81,2883.07,4725.04,69.04,1.3607
2025-06-06,24.0,89.83,1745.1,179.8,708.4,122.9,2193.83,2822.69,4911.27,69.12,1.2866
2025-06-07,24.0,89.02,1769.8,179.8,720.9,121.6,2153.45,2893.63,4839.46,69.21,1.3437
2025-06-08,24.0,89.98,1734.6,179.6,696.5,120.8,2241.04,2980.78,5055.69,69.29,1.3301
2025-06-09,24.0,92.33,1710.4,179.6,646.8,124.0,2282.14,3256.19,5168.18,69.37,1.4268
2025-06-10,4.0,92.84,1717.1,180.1,645.3,74.4,371.39,477.37,844.27,69.45,1.2854
2025-06-11,24.0,91.67,1713.1,179.6,656.7,121.0,2207.86,2985.0,5038.33,69.53,1.352
2025-06-12,24.0,90.75,1750.5,180.7,697.6,122.6,2204.93,2874.52,5050.84,69.61,1.3037
2025-06-13,24.0,90.37,1741.7,180.0,693.1,126.0,2199.46,3247.67,5057.5,69.69,1.4766
2025-06-14,24.0,89.48,1742.2,180.8,693.9,124.5,2184.63,3136.18,5042.47,69.77,1.4356
2025-06-15,24.0,87.99,1743.8,180.3,726.6,120.7,2150.53,2665.78,4982.57,69.85,1.2396
2025-06-16,24.0,88.23,1732.9,179.6,719.1,122.1,2205.54,2862.01,5129.35,69.93,1.2976
2025-06-17,24.0,87.89,1751.2,180.0,718.1,122.2,2125.57,2994.29,4962.0,70.01,1.4087
2025-06-18,24.0,88.18,1720.5,179.2,708.8,121.9,2124.41,2939.04,4977.96,70.09,1.3835
2025-06-19,24.0,89.96,1745.2,180.1,704.0,125.6,2130.72,2938.64,5011.49,70.17,1.3792
2025-06-20,24.0,89.6,1721.4,179.7,684.5,123.2,2169.23,2961.78,5121.19,70.25,1.3654
2025-06-21,24.0,87.83,1741.9,179.4,727.7,123.2,2144.98,3035.06,5082.87,70.32,1.415
2025-06-22,24.0,87.23,1727.5,180.8,725.9,121.3,2044.75,2872.34,4863.42,70.4,1.4047
2025-06-23,24.0,88.38,1741.7,180.5,705.5,118.8,2129.46,2834.48,5083.75,70.48,1.3311
2025-06-24,24.0,89.4,1715.0,180.5,695.1,120.8,2217.35,2820.13,5313.23,70.56,1.2718
2025-06-25,24.0,90.18,1724.3,180.4,691.4,121.6,2212.49,2738.83,5321.2,70.63,1.2379
2025-06-26,24.0,89.24,1732.5,179.4,695.5,122.1,2175.87,2925.44,5252.46,70.71,1.3445
2025-06-27,24.0,90.37,1701.4,179.8,670.9,126.4,2212.44,2720.29,5360.42,70.78,1.2295
2025-06-28,24.0,91.83,1681.6,179.8,642.0,124.8,2193.46,3011.37,5333.99,70.86,1.3729
2025-06-29,24.0,90.79,1728.8,179.1,677.9,123.4,2160.97,2876.23,5274.25,70.94,1.331
2025-06-30,4.0,90.73,1702.5,179.7,672.6,72.4,374.09,555.88,916.38,71.01,1.486
2025-07-01,24.0,93.76,1683.5,179.7,625.8,123.5,2297.49,3168.17,5648.52,71.09,1.379
2025-07-02,24.0,92.65,1695.3,180.1,633.4,124.1,2198.16,2973.47,5423.99,71.16,1.3527
2025-07-03,24.0,90.09,1688.7,181.3,667.6,122.1,2086.64,2599.33,5167.51,71.24,1.2457
2025-07-04,24.0,92.16,1696.9,180.0,650.1,125.1,2184.12,2771.71,5428.52,71.31,1.269
2025-07-05,24.0,93.87,1676.8,180.1,635.6,127.1,2280.02,3197.71,5687.35,71.38,1.4025
2025-07-06,24.0,93.18,1670.2,179.9,638.6,125.9,2207.76,2948.67,5526.97,71.46,1.3356
2025-07-07,24.0,93.01,1662.9,180.4,640.1,125.8,2246.11,3435.66,5643.2,71.53,1.5296
2025-07-08,24.0,91.18,1703.1,179.5,660.5,123.3,2247.63,3030.71,5667.29,71.6,1.3484
2025-07-09,24.0,91.31,1708.8,180.9,670.0,124.4,2182.92,2979.61,5523.82,71.68,1.365
2025-07-10,24.0,93.06,1679.6,179.9,613.4,123.9,2237.52,2834.3,5682.21,71.75,1.2667
2025-07-11,24.0,92.24,1661.0,179.8,643.8,125.6,2236.08,3179.63,5698.78,71.82,1.422
2025-07-12,24.0,93.56,1655.2,180.5,628.9,124.7,2187.12,2832.86,5593.8,71.89,1.2952
2025-07-13,24.0,94.26,1658.0,179.6,612.6,124.3,2215.54,3087.35,5686.55,71.96,1.3935
2025-07-14,24.0,95.12,1680.1,180.4,617.6,126.6,2302.19,3248.51,5929.86,72.03,1.4111
2025-07-15,24.0,94.4,1657.7,180.7,599.4,123.2,2251.76,3072.24,5820.39,72.1,1.3644
2025-07-16,24.0,93.86,1657.7,179.9,612.4,127.9,2241.07,3310.6,5813.14,72.18,1.4772
2025-07-17,24.0,91.09,1660.8,181.0,659.9,125.0,2169.35,2855.25,5646.86,72.25,1.3162
2025-07-18,24.0,90.24,1681.9,180.3,675.1,123.7,2187.97,3215.14,5715.24,72.32,1.4695
2025-07-19,24.0,91.99,1658.3,180.3,637.2,122.0,2204.77,2803.45,5779.23,72.39,1.2715
2025-07-20,24.0,90.6,1672.0,180.7,670.3,122.4,2170.19,3061.94,5708.38,72.45,1.4109
2025-07-21,24.0,89.43,1697.2,180.8,686.8,122.7,2173.26,2922.77,5736.32,72.52,1.3449
2025-07-22,24.0,90.39,1680.7,180.1,662.9,122.9,2211.32,2892.21,5856.99,72.59,1.3079
2025-07-23,24.0,90.99,1706.5,180.4,669.5,121.2,2251.79,2795.03,5984.78,72.66,1.2412
2025-07-24,24.0,92.02,1687.9,180.7,647.8,122.4,2152.58,2879.4,5740.8,72.73,1.3377
2025-07-25,24.0,90.28,1675.6,179.4,655.3,122.8,2240.29,2989.47,5995.26,72.8,1.3344
2025-07-26,24.0,94.13,1639.2,179.1,623.2,124.0,2175.17,2982.71,5840.93,72.86,1.3713
2025-07-27,24.0,92.3,1687.4,180.0,643.4,126.7,2263.53,3179.14,6098.97,72.93,1.4045
2025-07-28,24.0,92.53,1688.7,179.1,638.6,125.5,2155.17,2802.7,5826.8,73.0,1.3005
2025-07-29,24.0,92.3,1631.8,179.8,612.5,123.4,2172.5,3214.75,5893.63,73.07,1.4797
2025-07-30,24.0,90.52,1679.4,180.2,639.6,125.1,2132.64,2814.06,5805.09,73.13,1.3195
2025-07-31,24.0,89.96,1677.7,179.9,678.6,124.4,2080.34,2906.33,5681.9,73.2,1.397
2025-08-01,24.0,89.99,1690.0,179.9,684.0,123.4,2119.87,2885.68,5809.38,73.27,1.3613
2025-08-02,24.0,89.02,1716.2,179.5,709.6,122.3,2057.48,2755.88,5657.36,73.33,1.3394
2025-08-03,24.0,90.43,1667.6,180.4,660.8,122.9,2070.47,2815.39,5712.19,73.4,1.3598
2025-08-04,24.0,90.18,1645.0,179.5,652.8,122.3,2113.91,2737.7,5851.53,73.46,1.2951
2025-08-05,12.0,88.17,1699.7,178.9,695.5,88.9,1066.24,1416.02,2961.31,73.53,1.328
2025-08-06,24.0,86.03,1728.0,179.9,732.8,122.5,2004.7,2528.51,5586.27,73.59,1.2613
2025-08-07,24.0,86.94,1694.4,180.5,723.5,120.1,2072.92,2731.17,5795.53,73.66,1.3175
2025-08-08,24.0,84.71,1705.2,180.0,742.0,119.3,1947.32,2574.81,5462.37,73.72,1.3222
2025-08-09,24.0,85.19,1704.5,179.4,740.3,118.3,1939.22,2736.51,5457.62,73.78,1.4111
2025-08-10,0.0,85.85,1717.5,180.1,730.1,59.6,0.0,0.0,0.0,0.0,0.0
2025-08-11,0.0,84.36,1708.9,180.2,761.0,64.3,0.0,0.0,0.0,0.0,0.0
2025-08-12,0.0,85.7,1709.1,180.0,713.6,58.9,0.0,0.0,0.0,0.0,0.0
2025-08-13,0.0,83.12,1724.2,179.9,756.6,62.2,0.0,0.0,0.0,0.0,0.0
2025-08-14,0.0,83.56,1718.1,180.2,764.8,60.0,0.0,0.0,0.0,0.0,0.0
2025-08-15,0.0,83.5,1729.3,179.1,784.1,61.0,0.0,0.0,0.0,0.0,0.0
2025-08-16,0.0,83.32,1712.1,179.6,758.8,61.9,0.0,0.0,0.0,0.0,0.0
2025-08-17,24.0,81.56,1726.0,179.3,779.1,117.5,1911.29,2507.57,5520.83,74.28,1.312
2025-08-18,24.0,80.0,1755.9,180.7,829.4,115.5,1879.9,2474.03,5447.63,74.34,1.316
2025-08-19,24.0,82.43,1708.8,180.4,773.0,117.4,1857.07,2632.97,5398.75,74.41,1.4178
2025-08-20,24.0,80.05,1728.4,180.1,818.9,115.8,1864.98,2462.47,5439.06,74.47,1.3204
2025-08-21,24.0,81.19,1712.7,179.3,772.7,119.6,1878.89,2575.73,5497.13,74.53,1.3709
2025-08-22,24.0,82.37,1733.9,180.4,793.9,115.4,1874.58,2370.77,5501.95,74.59,1.2647
2025-08-23,24.0,83.01,1713.5,180.7,749.8,115.5,1915.21,2736.1,5639.04,74.65,1.4286
2025-08-24,24.0,81.56,1706.1,180.3,775.5,114.5,1838.97,2416.93,5431.66,74.71,1.3143
2025-08-25,24.0,81.49,1738.2,180.0,798.0,115.7,1822.88,2512.05,5401.13,74.77,1.3781
2025-08-26,24.0,81.48,1716.2,180.3,785.8,118.1,1880.6,2512.25,5589.66,74.83,1.3359
2025-08-27,24.0,79.74,1724.4,180.1,818.2,117.0,1869.72,2577.41,5574.75,74.88,1.3785
2025-08-28,24.0,82.0,1715.5,180.5,759.4,116.5,1873.88,2591.52,5604.61,74.94,1.383
2025-08-29,24.0,83.32,1729.1,180.5,770.1,118.3,1878.92,2521.52,5637.18,75.0,1.342
2025-08-30,24.0,82.98,1702.7,179.9,772.7,116.4,1875.88,2302.96,5645.54,75.06,1.2277
2025-08-31,24.0,83.02,1716.0,179.7,766.8,116.6,1926.94,2749.25,5817.18,75.12,1.4267
2025-09-01,24.0,83.34,1714.9,179.8,750.7,119.2,1975.43,2654.08,5981.99,75.17,1.3435
2025-09-02,24.0,80.27,1734.1,180.3,816.2,117.8,1868.29,2571.21,5674.97,75.23,1.3762
2025-09-03,24.0,79.9,1748.6,179.8,810.6,115.2,1877.6,2622.69,5720.74,75.29,1.3968
2025-09-04,24.0,78.88,1726.1,179.6,810.2,117.7,1767.25,2334.75,5401.0,75.35,1.3211
2025-09-05,24.0,77.38,1732.2,180.0,829.1,115.6,1766.67,2449.47,5415.73,75.4,1.3865
2025-09-06,24.0,76.96,1734.3,180.6,842.5,116.3,1794.09,2333.77,5516.49,75.46,1.3008
2025-09-07,24.0,79.65,1725.6,180.1,811.1,115.3,1767.48,2436.13,5451.17,75.52,1.3783
2025-09-08,24.0,80.61,1704.9,179.9,775.9,118.7,1814.64,2459.2,5613.54,75.57,1.3552
2025-09-09,24.0,79.76,1727.2,180.2,798.2,119.1,1852.14,2451.09,5746.81,75.63,1.3234
2025-09-10,24.0,80.62,1718.3,180.0,787.9,115.8,1845.47,2502.26,5743.33,75.68,1.3559
2025-09-11,24.0,82.72,1714.7,179.0,759.6,117.7,1845.92,2365.75,5761.95,75.74,1.2816
2025-09-12,24.0,84.1,1691.8,180.3,743.6,117.5,1849.9,2545.34,5791.61,75.79,1.3759
2025-09-13,24.0,84.19,1679.5,180.2,740.4,117.2,1963.99,2718.25,6167.12,75.85,1.384
2025-09-14,24.0,83.22,1698.7,180.0,758.5,116.6,1811.62,2496.07,5705.54,75.9,1.3778
2025-09-15,24.0,84.27,1667.8,180.5,733.1,117.8,1935.68,2824.18,6114.31,75.95,1.459
2025-09-16,24.0,84.86,1677.0,180.6,745.0,119.8,1902.83,2568.46,6028.26,76.01,1.3498
2025-09-17,24.0,86.2,1670.7,180.4,714.8,119.2,1993.12,2700.72,6332.87,76.06,1.355
